Experiment,Particle,E1,pt1,eta1,phi1
4094,j,92555.2,86478.8,0.353818,2.27891
4098,j,924630,30890.5,4.0918,-2.35281
4105,j,388240,187972,-1.35146,1.79438
4109,j,103659,77090.4,-0.798154,1.87199
4111,j,84453.7,29253.4,-1.7195,3.04239
4112,j,283722,56665.5,-2.2936,-0.303826
4117,j,93799.3,54640.9,1.12849,1.92944
4118,j,69827.8,61414.6,0.479828,-1.92291
4119,j,63979.9,61466.1,-0.251806,-2.68004
4120,j,57858.2,57670.2,-0.0117321,-2.66537
4123,j,74553.5,33552.1,1.42929,2.82019
4124,j,67763,24020.1,-1.69471,-0.301108
4126,j,236646,167096,0.874174,-2.02936
4127,j,80651.5,23280.2,1.90958,-2.75355
4128,j,60152.5,51978,0.467948,-0.542894
4132,j,220391,42438.8,2.33001,-0.6548
4133,j,74993.2,72937.9,0.180782,2.5757
4134,j,107770,50882,1.382,0.968124
4135,j,151686,130144,0.560128,0.241893
4137,j,210621,47105.5,-2.17652,0.0163045
4140,j,56539.2,33290.7,-1.11091,0.515447
4147,j,116368,51183.7,1.45771,-1.16333
4148,j,135182,48847.1,1.67309,0.878864
4149,j,32115.8,26144.1,-0.657502,0.506274
4151,j,82726.8,54510.4,-0.955458,-1.77702
4152,j,110199,23766.5,-2.21424,-3.01768
4154,j,37194,25336.3,-0.930529,-1.13306
4155,j,252528,74714.1,-1.88681,0.616003
4157,j,103442,84227.6,-0.65214,2.02629
4159,j,47674.5,38028.6,-0.675258,1.55405
4162,j,1.24488e+06,88581.1,-3.33471,1.92908
4164,j,1.50438e+06,73227.5,-3.71506,0.61859
4165,j,231553,54743.1,-2.11807,-2.78175
4168,j,71926.7,33041.4,1.39925,-2.67675
4171,j,1.64873e+06,25808.4,-4.85015,-2.64889
4172,j,936203,52208.3,3.57895,-0.254661
4173,j,169210,79628.6,-1.38211,2.73652
4174,j,790187,22880.9,-4.23486,2.61042
4177,j,73281.4,27617.6,-1.62836,2.35094
4179,j,1.96531e+06,203427,-2.95847,0.232356
4180,j,200242,57237.7,1.9203,-1.2131
4181,j,481652,56419.5,2.83368,-1.35748
4182,j,76436.4,67110.6,0.484469,-1.40636
4183,j,310593,76400.5,-2.07948,-0.605837
4184,j,277691,27200.1,-3.01387,-1.25157
4185,j,58583.1,23355.4,1.56691,0.0938809
4187,j,30509.9,27941.8,0.401055,-3.03806
4189,j,43763.5,42892,0.117342,-1.29439
4190,j,89186.9,41436.7,-1.39745,-2.92443
4191,j,174597,95930.9,1.20208,-0.243238
4192,j,136827,65485.4,-1.3651,0.0757041
4196,j,556606,31731.2,-3.5568,-2.94704
4198,j,159467,37185.6,2.13381,0.935975
4200,j,224631,26633.4,2.82168,-2.29493
4202,j,50892.3,45208.2,0.464057,-1.23385
4205,j,107193,72160.4,-0.934459,1.88663
4209,j,743046,83582.4,2.87408,0.361259
4210,j,424391,71301,2.46953,2.20217
4214,j,682879,31612.8,-3.76532,1.4455
4215,j,32300.4,28372.6,-0.486524,2.87507
4216,j,62508.7,54230.2,-0.46745,1.96578
4217,j,58188.4,42711.2,0.780225,1.89134
4218,j,129628,66434.3,-1.27806,0.227187
4220,j,40652.7,33928.2,-0.56099,-0.0654387
4221,j,51297.4,25313.3,-1.32063,0.410163
4222,j,338722,64183.2,-2.345,0.89602
4224,j,211550,70946.8,1.75572,0.299889
4226,j,142445,55013.4,-1.6031,0.981175
4228,j,60857.1,32953.9,1.21693,0.406137
4232,j,88891.3,78304.3,-0.501674,-0.427316
4238,j,245248,46578.7,2.34444,0.990915
4239,j,611519,34429,-3.56924,-2.04735
4240,j,54336.2,41229.5,0.772139,1.47803
4243,j,365810,72593,-2.3,3.01842
4244,j,28667.8,24638.2,-0.528139,-2.87141
4245,j,82958,35074,1.50247,2.32953
4246,j,138898,103831,0.797761,0.434422
4249,j,38292.5,35774.3,0.341111,2.20927
4252,j,64374.8,47575.6,-0.80772,2.93915
4253,j,97716.2,32593.2,-1.76048,-1.78454
4254,j,485379,214287,-1.45279,1.79387
4255,j,143868,39376,-1.96729,0.22838
4256,j,49555,29567.3,1.09569,1.75977
4257,j,220210,73616.3,-1.75782,-0.278126
4258,j,675792,77168.9,2.85949,-1.21032
4262,j,137490,36481.3,-2.00119,0.222734
4264,j,169429,126758,0.789969,-1.73406
4265,j,79992.4,72428.1,-0.393641,0.968185
4267,j,68655.5,41647.7,-1.06012,2.76619
4272,j,50642.9,28833,-1.15177,0.605519
4273,j,379957,53075.8,2.65556,3.04799
4274,j,76640.4,69790.9,-0.435025,2.11011
4278,j,235076,25662.7,2.9048,2.61709
4279,j,255395,38022.2,2.59151,-0.603104
4281,j,112073,34509,1.84248,2.39322
4282,j,41200.7,40875.1,-0.0458113,-2.29983
4285,j,201955,41464,2.26454,-0.0671757
4286,j,498224,31555.7,-3.45127,-1.79678
4287,j,127307,23261.2,-2.38385,0.132883
4288,j,104387,39878.9,1.61166,-3.13188
4289,j,93499.5,43883.9,-1.38347,-0.396162
4290,j,42071.9,36588.1,0.520837,0.148812
4294,j,283348,39020.8,-2.67046,0.24089
4296,j,135532,35388.8,2.01669,-1.89523
4301,j,503792,153382,-1.85634,1.8524
4302,j,60443.5,51806.6,0.550629,1.27672
4304,j,63794.8,59070.9,-0.385719,-0.35071
4309,j,341565,41526.7,2.79595,2.2049
4311,j,128885,32846.3,2.04012,0.865846
4313,j,175060,134287,-0.746986,-0.22452
4314,j,247497,49653.6,-2.28879,1.48209
4315,j,88219.8,30315.7,-1.72387,-0.226247
4320,j,667912,144521,2.21159,-1.48023
4321,j,72797.1,60504.1,-0.600689,-0.637355
4322,j,62607.5,28200.9,-1.4314,-1.2522
4323,j,232535,23554,2.97984,2.10944
4325,j,232772,39522.1,-2.45835,-2.97927
4326,j,36517.1,33345.3,-0.358336,-0.440589
4327,j,36238.3,29951.4,0.614837,-1.62388
4331,j,142398,130482,0.419192,0.761122
4332,j,121035,57653,1.36749,2.11885
4336,j,79363.6,40177.3,1.30022,0.422905
4338,j,196040,52173.7,1.99689,1.51652
4340,j,62162.9,58903.1,-0.288931,1.58606
4343,j,189910,39707.4,2.24641,0.366136
4344,j,483645,25288.8,3.64341,1.08909
4345,j,79885.4,76001.4,0.214846,-1.84793
4347,j,147125,91029.9,-1.04531,-1.22817
4351,j,69539.9,64949.6,-0.221956,-0.013744
4355,j,487869,41874.9,-3.14649,-1.39219
4357,j,97293,82491.7,0.569836,-2.85287
4360,j,84023.6,80220,0.303173,-0.987677
4361,j,72189.3,23417.1,-1.78922,-2.91231
4362,j,54857.3,48061.9,0.525542,2.90689
4363,j,36882.4,26763.5,0.818196,-1.44402
4364,j,859097,31644,-3.99411,1.94176
4368,j,305316,34734.9,2.86335,-2.07531
4370,j,124586,122535,0.155992,-1.69887
4372,j,53101.7,52519.5,-0.0544987,-1.40695
4373,j,627712,41974.8,-3.397,0.141325
4374,j,67436.9,43896.2,-0.991229,-0.932589
4378,j,43909.9,42500.1,0.130954,0.566872
4380,j,2.18814e+06,104479,-3.73438,1.87626
4383,j,264788,70101.8,-2.00217,-0.833543
4384,j,1.04971e+06,35183.3,-4.08852,1.55682
4388,j,31031.4,28955.2,0.317369,-0.304778
4392,j,43674.5,38823,-0.422165,0.736329
4396,j,66988.8,62382.7,-0.354111,3.02033
4398,j,153289,26013.5,2.45846,2.71636
4399,j,112006,68870.2,1.06319,-3.0593
4406,j,128524,30133.3,2.12713,2.20579
4407,j,46516.4,41495.3,0.385706,0.318574
4409,j,77513,59915.5,0.740651,-2.02559
4411,j,176888,51352.2,-1.907,1.13957
4412,j,66656.1,57227.5,-0.543786,2.9697
4414,j,515712,75886.9,-2.60344,2.92555
4417,j,119542,119222,0.0518821,1.86732
4420,j,117498,42240.5,-1.67527,-0.0284182
4421,j,110469,78010.1,0.876115,-1.82818
4422,j,266425,104533,-1.58702,-1.49231
4423,j,185075,181026,0.106482,1.70826
4424,j,216444,90279.5,1.5182,2.37088
4426,j,76896.6,41681.1,-1.21443,2.81731
4427,j,71622.4,30878,-1.47736,1.48567
4430,j,298964,29826.7,2.99522,-3.11186
4431,j,520227,53362.1,2.96731,-2.23994
4432,j,141751,109820,-0.698785,1.57474
4434,j,40388,40131.5,0.0221063,0.713968
4436,j,113383,32654.6,1.91485,-1.44166
4437,j,412169,190897,1.40351,-2.32743
4439,j,73781.3,39242.2,1.23317,-1.41451
4440,j,574497,52041.2,-3.09242,-1.94201
4441,j,70579.2,25303.7,1.68261,2.01572
4448,j,85890.9,78832.8,0.414191,-1.46535
4449,j,97866.2,85465,0.527855,1.10778
4450,j,138747,29407.3,2.23196,2.3581
4456,j,286337,59257.9,2.25682,-0.985219
4457,j,361815,83496.9,-2.1428,-1.32692
4461,j,300882,46148,2.56138,-0.260473
4462,j,576075,50320,-3.12905,2.21183
4464,j,47975.7,30756.8,-1.0119,1.58229
4468,j,136953,111494,-0.651535,1.07731
4470,j,71931.6,63341.7,-0.482973,1.08188
4476,j,232209,83520.7,-1.6801,0.394426
4479,j,1.11974e+06,65193.7,3.53575,0.239822
4480,j,88815.9,47776.4,-1.22391,2.32736
4482,j,230153,26931.5,2.83452,0.732991
4483,j,79814.5,65701.5,0.61155,-2.85101
4486,j,1.26196e+06,177167,-2.65135,-2.09165
4488,j,207952,73204.2,1.70333,-0.762134
4491,j,137226,34844.2,-2.04646,2.37637
4494,j,283450,55218.6,-2.31782,-0.697265
4495,j,745770,77477.8,2.95464,1.7729
4498,j,505625,33674.6,-3.40087,2.94133
4499,j,133295,57581.2,-1.47455,-0.393385
4500,j,454445,60783.5,-2.70017,1.66779
4501,j,78652.4,52130.1,-0.965412,-1.34821
4503,j,489443,124360,-2.04629,0.46397
4505,j,49858.9,32167.1,1.0035,1.14749
4506,j,85947.6,58712.4,-0.921665,-1.81016
4509,j,1.36904e+06,28143,4.5776,1.1213
4512,j,61348.2,36157.2,1.1176,-0.338347
4515,j,185616,55449.4,1.87552,-1.02027
4518,j,164815,122065,-0.774811,1.39433
4519,j,189116,33621.5,2.41207,2.03512
4520,j,59619.4,54838,0.343132,-2.10935
4521,j,111752,29867.8,1.99078,0.0314757
4523,j,61946.1,26543.1,-1.48442,-2.31074
4524,j,291439,28558.4,-3.01338,-0.292669
4528,j,36886.5,29020.5,0.704303,1.9252
4531,j,110325,98822,-0.457105,1.54357
4533,j,221433,32477.9,-2.60679,-0.856672
4536,j,58778,26457.8,1.42679,0.71046
4538,j,100525,63218.1,-1.02067,-0.27576
4539,j,409466,31899,3.24388,-0.578984
4541,j,603114,44187.5,-3.30529,-1.97095
4545,j,494506,139429,-1.93767,0.763766
4546,j,324238,37595.7,-2.84407,0.758671
4547,j,182632,24705.9,2.68874,-1.38425
4549,j,261564,36629,2.65328,-2.73533
4552,j,269494,68090.1,2.05124,-1.75871
4553,j,135552,44716.6,1.77085,1.76617
4557,j,133515,73901.2,-1.18799,-0.449865
4558,j,37072.1,26961.5,-0.830994,0.272119
4562,j,163257,29989.4,2.37843,-1.36657
4564,j,203906,26639.9,-2.72385,-2.22974
4566,j,65910.5,56409.8,0.563439,0.0582565
4569,j,257860,33923,-2.7161,1.42365
4573,j,118243,43756.9,1.6408,-2.629
4575,j,50263.2,47786.9,0.276621,1.73551
4576,j,178752,174659,0.0683606,2.99038
4579,j,250038,32939.2,-2.7153,-0.801726
4582,j,73331.8,30544.1,1.51616,1.25115
4584,j,33438.9,30003.5,-0.439696,-1.26779
4585,j,47963.7,38855.9,-0.661585,2.59871
4587,j,494128,26760,-3.60813,-0.189621
4588,j,166878,32344.2,2.32369,-1.18722
4590,j,67179.6,54274.4,0.650734,-0.202115
4591,j,101037,52598.3,1.26687,2.39186
4592,j,167105,164320,0.145335,-1.87316
4593,j,41219.6,30992,0.781971,-0.597179
4596,j,67919.8,27749.1,-1.54182,1.63211
4598,j,166402,54194.7,1.78599,2.36316
4599,j,1.06616e+06,79681.3,3.2854,2.80901
4602,j,199105,44593.1,-2.17382,1.45937
4603,j,212342,34987.1,-2.48799,-2.66858
4604,j,40178.3,35266,0.518422,-1.77496
4606,j,794878,96711.1,2.79579,-0.115568
4610,j,105078,47795.8,1.41941,-0.749879
4611,j,117037,38029.3,-1.78594,1.62201
4612,j,173156,81206.3,1.38801,-1.91632
4613,j,85308.1,34803.1,-1.53944,2.48479
4614,j,386569,26005,3.39081,-1.18707
4615,j,55670.9,42058.1,0.768618,0.545365
4617,j,36112.7,30822.4,-0.563773,1.52422
4621,j,96918,34362.9,-1.69457,0.499384
4622,j,372670,97459.7,2.01587,-0.842833
4623,j,116459,32577.6,1.94408,0.588531
4625,j,243388,136158,1.18068,-1.21335
4626,j,82711.8,37752.3,1.41705,1.13794
4627,j,122697,74311.3,1.0861,2.96662
4633,j,81195.5,30007.9,1.64917,-2.47617
4635,j,143771,94616.2,-0.976254,-1.75592
4640,j,30176.7,27597.8,0.400892,-1.60422
4641,j,1.43203e+06,66282,3.76551,-0.413959
4643,j,41688,36355.2,0.487518,0.103016
4644,j,44470.3,27150.5,1.07271,2.11853
4645,j,425146,31592.2,3.29118,-2.63383
4646,j,129447,37356.9,-1.91242,1.30079
4647,j,543605,26638.6,3.70837,-1.76838
4650,j,72112.1,43797.9,1.06658,-2.84274
4652,j,477243,23107.2,-3.72042,2.85467
4662,j,105194,31164.5,-1.88297,-0.498857
4664,j,154413,34122.6,-2.18966,-0.228467
4665,j,34845.6,25556.2,-0.791528,2.18875
4666,j,56164.7,32190.3,1.15025,1.36185
4671,j,148740,72084.7,-1.33888,-3.13529
4672,j,40354.3,39618,-0.0877781,-0.101464
4675,j,120489,41327.9,-1.72968,-2.1414
4676,j,215933,118289,-1.19404,2.14493
4677,j,157981,36259.6,-2.15114,0.732995
4682,j,212865,22817.1,-2.923,0.773374
4685,j,113676,55959.3,1.32989,0.988044
4687,j,117118,110731,0.118466,-2.07545
4688,j,95187.3,33571.3,1.69952,-2.89749
4690,j,271681,82329.1,-1.8623,2.88785
4694,j,77571.7,34491.1,1.44555,0.232811
4696,j,82806.9,30567.8,1.64978,1.52983
4698,j,193940,75887.2,1.58697,2.18213
4699,j,162983,41910.3,2.03274,1.00718
4700,j,215766,24792.2,2.85322,-0.821154
4701,j,46593.2,27313.7,1.11497,-2.10806
4702,j,259730,32381.4,2.77067,2.54395
4703,j,71703.8,49422.4,-0.916886,-1.33759
4710,j,104653,56712.1,1.22058,2.30672
4711,j,67077.3,58194.9,-0.507358,0.801855
4716,j,85287.8,47749.9,1.1693,-1.28197
4717,j,48174.4,47346,-0.148231,2.14472
4718,j,147048,128229,0.504233,-0.303525
4721,j,115929,62500.9,1.22738,0.651238
4724,j,47068.8,38074.3,-0.673306,2.60217
4728,j,36894.6,31621.9,0.508622,2.44217
4730,j,61054.6,34167.3,1.18348,1.70247
4731,j,72961.6,70526.1,-0.0403283,0.80659
4732,j,141556,32828.2,2.13994,2.55952
4733,j,128983,65687.8,1.29416,-0.063909
4734,j,538950,97315.4,-2.39601,-1.56999
4737,j,186706,49852,-1.99435,1.39474
4738,j,75857.7,27860,1.65567,0.863324
4742,j,63002,36521.5,1.12988,-2.33322
4744,j,124656,31324.6,2.05695,-2.03257
4745,j,126622,125404,-0.0171638,0.530138
4748,j,74809.5,44164.8,1.11656,0.925904
4749,j,199416,37669.4,2.34909,1.84908
4750,j,43087.4,38424.3,0.479375,-2.57919
4751,j,229309,39058.2,-2.45488,-2.72506
4752,j,52690,48275.5,-0.368247,1.55453
4754,j,30730.8,29946.6,-0.215813,0.341892
4756,j,198394,26678.8,-2.69452,-2.10269
4757,j,187259,53012.4,1.93187,-1.06466
4758,j,102318,84757.9,-0.610998,-1.9961
4760,j,503815,84818.3,2.46731,1.50386
4764,j,36221.1,26856.2,0.796884,-2.5588
4766,j,38058.2,26578.9,0.875904,3.08217
4769,j,221083,133538,1.08455,2.09359
4771,j,164005,39678.6,2.09652,-3.06155
4772,j,84262.5,34052.1,-1.54968,-2.294
4773,j,65363.1,46190.5,-0.872273,2.12679
4775,j,34766.1,24516.9,0.879214,-1.69728
4777,j,475641,75621.5,2.52448,-1.30639
4779,j,40306.5,28163.8,0.870697,2.01395
4780,j,131342,96436.5,-0.821665,-1.93573
4782,j,169446,66486.5,-1.58534,0.109409
4783,j,288693,26031.4,-3.09702,2.06842
4784,j,49587.6,48239,-0.0369065,-0.840307
4785,j,253415,72955.3,1.91394,0.33803
4787,j,603349,90325.9,-2.58639,-0.0310616
4790,j,119319,43740.8,-1.65786,2.76117
4792,j,266544,38008.2,2.63524,-0.557531
4795,j,154540,86589,1.17292,-0.114179
4797,j,85089.6,74562.1,0.505825,-0.406418
4800,j,761241,43923.1,-3.54472,-0.137977
4801,j,473393,59683.3,2.75972,2.21809
4802,j,59916.7,34574.6,-1.14389,-1.3626
4806,j,79999.4,28800,1.67686,-2.84792
4807,j,61434.3,44087.9,-0.856068,0.131117
4808,j,277433,28695.7,2.95896,-1.93792
4809,j,81336.3,31809,1.58919,-2.42576
4812,j,139328,122349,-0.461052,0.204943
4813,j,151700,28366.2,-2.36024,-0.374892
4816,j,115140,35242.2,1.849,-0.945146
4820,j,85014.4,38442.6,1.42745,-2.25972
4822,j,94486.8,86986.2,0.375891,0.60554
4824,j,231956,36482,-2.53569,-1.57626
4825,j,307457,80451.3,2.01444,2.74994
4826,j,72191.5,51274.1,0.872453,0.60129
4827,j,332190,100935,-1.85954,1.0944
4829,j,167651,40614.5,2.09537,-0.0599899
4830,j,55325.4,40927.4,0.783898,2.26001
4831,j,50407.6,26626.9,1.24774,3.03128
4837,j,205303,38395.4,-2.36015,1.29642
4838,j,213388,86080.7,-1.55459,-0.0509799
4840,j,53440.4,33872.4,-1.01075,1.11904
4841,j,72595.7,31645.1,-1.46239,-2.27612
4842,j,408220,81159.5,-2.29771,2.87834
4843,j,266100,44904.9,2.46439,-1.28032
4844,j,70135.9,37495,1.23668,-0.522807
4845,j,801557,72274.6,-3.09712,2.25612
4847,j,179932,23419.6,-2.72734,-0.239984
4851,j,25598.3,24709.6,0.241876,-1.03458
4854,j,85157.3,31192,-1.65738,0.939058
4855,j,45101,44188.5,-0.188263,1.99601
4862,j,29770.7,27803,-0.352119,2.13169
4864,j,187198,24846.6,2.70796,-0.905674
4867,j,81141.7,26819.3,-1.76751,-0.83024
4870,j,33285.3,24246.5,-0.825375,1.89995
4871,j,32014.5,31254.5,-0.020107,-2.00503
4872,j,67637.9,41100.7,-1.08143,-2.0203
4876,j,735844,51225.6,-3.3567,-2.55139
4877,j,182891,93280.3,-1.29256,1.28263
4878,j,31519.8,25870,0.629815,-1.01011
4879,j,187704,42299.9,-2.16878,2.01986
4881,j,82974.4,55428.5,0.918274,0.694587
4882,j,56538.4,31473.6,-1.18552,-1.37327
4884,j,48085.8,44301,0.379307,-1.70286
4885,j,252717,74169.9,-1.89399,-1.6803
4886,j,67124.8,66565.2,0.0864045,-2.88906
4888,j,80602.3,75401.1,0.32297,2.3153
4889,j,53857.1,51573.3,-0.00448354,-2.92219
4892,j,177110,44626.7,2.05455,-0.132351
4893,j,115479,56230.3,1.33827,0.246896
4896,j,67831.7,41341.2,-1.07501,2.12903
4898,j,87345,84309.2,0.0535477,1.84696
4900,j,55092.7,54106.9,-0.12554,-0.0955198
4901,j,281376,44902.4,2.52025,-2.39704
4903,j,346019,75346.2,-2.20409,-0.838529
4904,j,181833,56556.1,-1.83481,-2.07363
4905,j,457982,23255.8,3.6727,-2.98169
4909,j,722058,34880.1,-3.72263,-1.75488
4910,j,43130.4,25129,-1.12231,1.92961
4916,j,31799.4,31313.8,0.100524,-2.28844
4917,j,53793.9,34166.2,-1.01114,0.220089
4919,j,36310.7,34604.6,-0.0649528,1.95658
4920,j,96985.9,31209,1.79601,-0.276465
4922,j,35481.9,32920.9,0.350233,1.0818
4930,j,41008.4,25040.5,-1.06617,0.812252
4931,j,76021.8,69783.5,0.38519,-1.86295
4933,j,212837,40204.3,-2.3496,1.21895
4934,j,91633.2,74290.1,-0.660766,1.52009
4938,j,54066.9,38751.6,0.843637,0.0641811
4942,j,237226,164488,-0.899087,1.5829
4943,j,85196.7,71641.6,0.576349,-1.18594
4944,j,557500,31883.4,-3.5536,-2.44585
4945,j,35434,27227.9,0.735398,0.445635
4947,j,89328.8,26138.2,1.89696,2.2616
4948,j,226435,63718.3,1.93896,-3.06198
4950,j,270797,29721.4,2.89939,0.201074
4951,j,151658,52725.9,1.71597,2.6635
4952,j,328733,97098,-1.8891,-3.00966
4953,j,108522,28287.5,-2.01791,-1.34074
4957,j,83076.3,74082.2,0.450371,0.542956
4959,j,548447,25262.1,3.77033,1.73078
4960,j,176655,37459.1,-2.23126,1.5892
4964,j,107397,65025.7,1.08484,0.624748
4965,j,132451,112976,0.578354,-1.06561
4966,j,271899,25587.5,-3.05393,-1.05145
4968,j,143627,26630.2,2.36897,2.25384
4970,j,191089,56083.3,1.89635,0.826914
4974,j,73250.7,28245.7,1.60492,0.2925
4975,j,57299,52568.9,0.389577,0.613878
4980,j,101146,93253.9,-0.222486,2.08271
4981,j,1.05147e+06,67639.7,-3.43582,0.886433
4983,j,49476.9,47936.5,-0.238791,-0.442349
4984,j,99240.1,94859,0.240387,-0.908648
4987,j,213838,84495.1,-1.57975,-0.00503666
4992,j,212187,43992.4,2.25499,-2.27272
4995,j,134322,42634.9,1.8116,-2.55968
4996,j,650867,46027.9,-3.34088,-1.80935
4997,j,345658,105125,-1.85861,-0.96398
4999,j,90992.1,43048.9,1.37323,-2.51406
5001,j,229659,40016.7,2.43154,2.20196
5002,j,927927,41183.9,-3.80751,2.73672
5004,j,95179.2,24533.1,2.02867,0.54412
5006,j,186932,26990.5,2.62252,-2.99369
5007,j,107022,42304,1.57438,0.315592
5008,j,217321,43179.7,2.29766,1.23705
5010,j,69493.9,54424.9,0.719958,0.141325
5012,j,782384,52517.9,3.39307,-0.799978
5013,j,68818.4,66669.9,-0.208031,-3.097
5016,j,45007,42985.9,-0.233283,-1.50158
5019,j,79034.3,59092.8,0.789884,-0.333766
5022,j,177653,26088.5,-2.60526,1.24386
5023,j,94245.3,40453.3,-1.48701,1.05188
5025,j,89518.3,23485.5,-2.01025,0.437414
5026,j,34509.6,25606.6,0.803815,2.62518
5027,j,139407,42598.5,-1.85142,-2.4081
5028,j,164509,36648.7,-2.18083,2.50429
5029,j,33072.9,28043.8,-0.528449,2.41913
5031,j,30276.1,28682.8,-0.324004,-2.06863
5033,j,105864,45124.5,-1.49335,-0.837169
5034,j,49606.6,47474.5,-0.236067,-3.10693
5036,j,567265,22573.1,3.91676,2.79987
5038,j,236309,40195.2,2.45605,-3.12253
5039,j,491035,35973.3,3.30548,-1.23199
5040,j,343305,29687.8,3.13875,-2.72544
5042,j,360557,99618.6,-1.95624,0.433201
5047,j,329694,22873.8,3.35997,-2.51037
5048,j,216008,32914.3,-2.56804,0.447294
5052,j,95014.1,50904.2,1.22458,0.925858
5053,j,41227,36306,-0.491936,2.46294
5054,j,37736.9,24988.8,-0.957248,-0.296911
5055,j,319930,28298.8,-3.11616,-0.310335
5060,j,211970,75127.4,1.6949,2.56479
5065,j,268570,23098.5,-3.14447,-1.67957
5066,j,271646,27106.3,2.99499,-2.10002
5067,j,48519.6,33079.1,-0.914429,2.74768
5068,j,515753,25325,-3.70627,-2.92867
5069,j,235868,52104.2,-2.1894,0.806121
5073,j,179713,30722.7,-2.45142,-2.64762
5074,j,49058.7,44782.8,-0.414683,-0.905751
5075,j,222916,49955.8,-2.17472,-2.85948
5076,j,106630,70527.6,0.96526,-1.06286
5079,j,92238.1,49115.2,1.22844,-0.698042
5082,j,60491.6,55562.2,0.362973,-2.11474
5084,j,156148,86495.2,1.19098,-2.44772
5085,j,42995.6,42900.9,-0.0011985,-2.32202
5088,j,47303.7,24878.7,1.25617,0.535432
5089,j,58815.5,47804.1,0.631367,-1.88181
5090,j,419424,34874.9,3.17826,1.24697
5091,j,172369,59582.2,-1.72202,-0.73921
5095,j,308169,47565.1,2.55493,0.557765
5097,j,174371,62784.2,-1.67852,1.48415
5098,j,100485,88459.6,-0.488155,-0.793202
5099,j,74113.6,38248.5,-1.26948,2.56275
5108,j,95699.1,60380.4,1.02178,-1.72709
5109,j,93092.2,92957.6,-0.0117645,2.70766
5110,j,71161.4,42474.4,1.09201,1.34701
5114,j,46326.3,45462.1,0.146163,-0.128098
5115,j,61667.2,36018.3,1.10418,-1.11011
5116,j,656633,36623.8,-3.57869,-2.07669
5117,j,100219,73702.6,-0.811659,1.2131
5119,j,42580.8,35451.4,0.615088,1.4808
5120,j,44653.7,34751.2,-0.71016,-1.11398
5122,j,176022,24312.7,2.66758,3.08334
5124,j,242087,62763.9,-2.02285,1.38378
5126,j,192929,111828,1.13836,-1.02144
5127,j,234781,66582.1,1.93212,0.415056
5129,j,98419.6,97415,-0.136301,-3.13233
5133,j,35861,34512.4,0.125571,-1.29839
5134,j,70195.8,68786.5,-0.123943,-0.059665
5135,j,45404.7,36281.8,-0.690329,1.81785
5136,j,34546.6,34456.6,0.0273373,-1.65035
5137,j,47250,32999.2,0.874679,-0.836503
5139,j,79765,69230.1,-0.492167,1.40979
5140,j,888677,32776.9,-3.99279,0.1477
5141,j,105973,56152.5,-1.24249,1.29578
5143,j,47829,46118.9,-0.218288,-1.39171
5145,j,80966.3,65584.4,-0.643187,-2.59598
5149,j,104477,94154.4,-0.456092,-2.18041
5150,j,376781,52469.5,-2.65952,-0.796573
5152,j,58691.2,55873.9,-0.277359,-2.98627
5154,j,67905.1,66467.7,0.175082,1.83757
5155,j,165435,60787.5,1.65545,0.078506
5156,j,100154,32208.4,1.79737,-1.24808
5158,j,428057,45497,2.93164,0.814292
5163,j,87192.9,43001.4,-1.32269,2.16472
5166,j,71274.2,28484.1,-1.56393,-1.01264
5167,j,90504.1,56227.3,1.0461,1.24109
5172,j,42243.4,35974.5,-0.556011,-1.6025
5174,j,718628,44635,-3.47092,-0.470792
5179,j,269743,56467.7,2.24499,2.8779
5180,j,73353.2,72174.8,0.0302033,-1.31464
5187,j,59350.2,49854.3,-0.597793,3.1387
5188,j,332386,99108.1,1.87932,-1.69903
5190,j,50468.6,35429.1,0.875217,-3.0671
5191,j,51460,46846.5,-0.355255,-1.88172
5193,j,187677,45103.2,-2.10152,-2.4568
5195,j,42605.7,38299.5,-0.457652,-1.29419
5197,j,373010,43390.4,-2.8409,0.710073
5198,j,189364,23854.5,-2.76069,1.91394
5203,j,271507,80117.9,1.88927,1.14758
5207,j,68666,27717.4,1.54864,2.36589
5209,j,114289,28296.1,2.07063,2.94812
5213,j,37608.8,30232.8,-0.67757,-0.601901
5214,j,86815.3,69942.4,0.666799,-0.249954
5216,j,34670.3,32921.7,-0.302072,2.3281
5217,j,137947,52857.5,-1.61168,0.526618
5218,j,422892,129804,-1.84834,-1.90657
5219,j,172764,67351.4,1.59272,2.1323
5223,j,71027.8,25192.3,-1.69258,2.92757
5227,j,103862,32537.5,1.82562,2.63583
5228,j,239166,206426,0.552653,-0.845561
5229,j,30455.7,30313.9,0.055148,-3.00131
5232,j,535945,67481.5,-2.7608,1.28972
5234,j,109658,93916.5,0.557843,0.326217
5235,j,37925.6,34647.4,-0.388009,-0.711713
5237,j,32868.5,26811,-0.659509,-0.156573
5238,j,43511.3,42469.3,0.181547,-2.20703
5242,j,674196,68250.3,-2.98062,-2.67779
5243,j,149475,23341.8,-2.54272,1.37675
5245,j,38293.4,23715.5,1.04679,-2.63824
5248,j,372907,28089.4,3.27742,0.437755
5249,j,160256,56425.7,-1.69959,0.548395
5251,j,134334,32389.2,-2.09981,3.04842
5253,j,363562,65683.7,2.39452,-2.67298
5255,j,616478,53295.2,3.1392,-0.733149
5260,j,42879.5,28177.7,-0.951714,2.40674
5263,j,146395,29845,2.27164,-0.923376
